document_id,NATIVE_9B_nll,SOURCE_4B_nll,EMPTY_9B_nll,KV_ONLY_nll,KV_GDN_DIRECT_nll,FULL_TRANSLATED_nll,FULL_SHUFFLED_nll,full_vs_kv_improvement
http://www.gutenberg.org/ebooks/45313,2.4278903007507324,2.693049907684326,3.139671802520752,2.9715957641601562,2.5009593963623047,2.473358631134033,3.020700454711914,0.49823713302612305
http://www.gutenberg.org/ebooks/44099,2.5191569328308105,2.6039209365844727,4.197849273681641,4.005249977111816,2.7805635929107666,3.050166368484497,4.322620868682861,0.9550836086273193
http://www.gutenberg.org/ebooks/37443,1.3710753917694092,1.5842911005020142,3.6029462814331055,3.345694065093994,1.854430079460144,1.981378436088562,3.911564826965332,1.3643156290054321
http://www.gutenberg.org/ebooks/10762,2.36252498626709,2.5031518936157227,3.2445199489593506,3.118567943572998,2.4362382888793945,2.4367775917053223,3.2207891941070557,0.6817903518676758
http://www.gutenberg.org/ebooks/41607,2.385120391845703,2.4216859340667725,3.1981611251831055,2.9385218620300293,2.507171392440796,2.4678196907043457,2.9723284244537354,0.4707021713256836
http://www.gutenberg.org/ebooks/10356,2.5956196784973145,2.723121166229248,3.3777668476104736,3.2456021308898926,2.6004638671875,2.639775276184082,3.2789275646209717,0.6058268547058105
http://www.gutenberg.org/ebooks/34467,1.897827386856079,1.9903708696365356,3.267216682434082,3.1539738178253174,1.9668431282043457,2.0763731002807617,3.249560594558716,1.0776007175445557
http://www.gutenberg.org/ebooks/32761,1.8106939792633057,1.9037184715270996,2.3953802585601807,2.3402743339538574,1.9688570499420166,1.9329193830490112,2.358969211578369,0.4073549509048462
http://www.gutenberg.org/ebooks/45881,2.233809471130371,2.4151687622070312,3.338754415512085,3.163597345352173,2.3094482421875,2.420410633087158,3.213198184967041,0.7431867122650146
http://www.gutenberg.org/ebooks/4128,2.780555248260498,2.8697447776794434,3.7692246437072754,3.517606019973755,3.0192952156066895,3.1601386070251465,4.025601863861084,0.3574674129486084
http://www.gutenberg.org/ebooks/7412,2.349926471710205,2.508601665496826,3.0544252395629883,2.964650869369507,2.454894542694092,2.4568862915039062,3.228433609008789,0.5077645778656006
http://www.gutenberg.org/ebooks/49078,1.3656947612762451,1.5120768547058105,2.393296957015991,2.246232509613037,1.6357285976409912,1.5454211235046387,2.678234815597534,0.7008113861083984
http://www.gutenberg.org/ebooks/6412,1.9888453483581543,2.2259907722473145,3.039555549621582,2.9235777854919434,2.0961241722106934,2.1197845935821533,3.129497528076172,0.80379319190979
http://www.gutenberg.org/ebooks/37403,1.9281980991363525,2.1219146251678467,2.6269454956054688,2.5300731658935547,1.9286062717437744,2.0006237030029297,2.6035852432250977,0.529449462890625
http://www.gutenberg.org/ebooks/29973,1.4483835697174072,1.5382541418075562,2.6992034912109375,2.5635619163513184,1.5507252216339111,1.7243874073028564,2.9881646633148193,0.8391745090484619
http://www.gutenberg.org/ebooks/26183,1.7087223529815674,1.7192356586456299,2.8288607597351074,2.7620980739593506,1.9042596817016602,2.1808888912200928,2.9766845703125,0.5812091827392578
http://www.gutenberg.org/ebooks/8197,2.004474401473999,2.170527219772339,3.0727877616882324,2.9515066146850586,2.1549389362335205,2.333374500274658,3.087515354156494,0.6181321144104004
http://www.gutenberg.org/ebooks/8788,2.6323208808898926,2.938627243041992,3.39231014251709,3.2742698192596436,2.765495777130127,2.8562467098236084,3.777799367904663,0.41802310943603516
http://www.gutenberg.org/ebooks/5962,2.0487587451934814,2.254749059677124,3.2797799110412598,3.1922197341918945,2.2466444969177246,2.2642974853515625,3.2194437980651855,0.927922248840332
http://www.gutenberg.org/ebooks/3247,2.4843833446502686,2.7655646800994873,3.8774285316467285,3.7948880195617676,2.7571663856506348,2.8479208946228027,3.639756917953491,0.9469671249389648
http://www.gutenberg.org/ebooks/12204,2.0342745780944824,2.2051432132720947,3.489224910736084,3.3240976333618164,2.236281633377075,2.402712821960449,3.4234700202941895,0.9213848114013672
http://www.gutenberg.org/ebooks/26618,1.7283155918121338,1.9519736766815186,3.169919967651367,3.029926300048828,2.0078036785125732,2.045686721801758,3.407731533050537,0.9842395782470703
http://www.gutenberg.org/ebooks/30909,1.7898643016815186,1.7711055278778076,3.414306163787842,3.2794058322906494,1.873011827468872,1.9993062019348145,3.5913407802581787,1.280099630355835
http://www.gutenberg.org/ebooks/8559,2.1593728065490723,2.2826976776123047,2.9856600761413574,2.8546013832092285,2.2419116497039795,2.2882025241851807,2.9719836711883545,0.5663988590240479
http://www.gutenberg.org/ebooks/40579,1.9428691864013672,2.2303805351257324,3.0233354568481445,2.842679977416992,2.0417587757110596,2.0500636100769043,3.3025388717651367,0.7926163673400879
http://www.gutenberg.org/ebooks/33756,2.2698326110839844,2.4084436893463135,3.6933321952819824,3.6489195823669434,2.5498156547546387,2.645228147506714,3.8486924171447754,1.0036914348602295
http://www.gutenberg.org/ebooks/5956,2.249722957611084,2.5385406017303467,3.622962236404419,3.535130500793457,2.325551986694336,2.3686580657958984,3.7859444618225098,1.1664724349975586
http://www.gutenberg.org/ebooks/48693,2.4671006202697754,2.6687841415405273,3.456571102142334,3.289703130722046,2.5062923431396484,2.468517303466797,3.3629398345947266,0.821185827255249
http://www.gutenberg.org/ebooks/47676,3.0609655380249023,3.1724400520324707,4.363039970397949,4.241035461425781,3.2246086597442627,3.3554911613464355,4.500186443328857,0.8855443000793457
http://www.gutenberg.org/ebooks/53345,1.9610286951065063,2.0162997245788574,3.0483250617980957,2.9730982780456543,2.2872772216796875,2.34093976020813,3.1541361808776855,0.6321585178375244
http://www.gutenberg.org/ebooks/26239,2.849346876144409,3.1905629634857178,4.206846714019775,4.076581954956055,3.06026029586792,3.187281608581543,4.416001796722412,0.8893003463745117
http://www.gutenberg.org/ebooks/3129,2.246819496154785,2.3690218925476074,3.3752546310424805,3.257349967956543,2.4014928340911865,2.462448835372925,3.5864057540893555,0.7949011325836182
http://www.gutenberg.org/ebooks/25830,2.3800148963928223,2.5535783767700195,3.6112895011901855,3.5420355796813965,2.5983259677886963,2.7864890098571777,3.826857089996338,0.7555465698242188
http://www.gutenberg.org/ebooks/43845,2.0099334716796875,2.1243667602539062,3.7208704948425293,3.5395445823669434,2.1444907188415527,2.406320571899414,3.6875,1.1332240104675293
http://www.gutenberg.org/ebooks/44557,2.92124080657959,2.9791929721832275,3.7762868404388428,3.6676502227783203,2.9007720947265625,2.9149341583251953,3.7576935291290283,0.752716064453125
http://www.gutenberg.org/ebooks/51410,1.869438886642456,1.9206726551055908,3.1160240173339844,2.97342586517334,2.050816059112549,2.1677169799804688,3.1373658180236816,0.8057088851928711
http://www.gutenberg.org/ebooks/26493,2.104605197906494,2.225924015045166,3.1245501041412354,2.9659152030944824,2.266514778137207,2.2684195041656494,3.1294546127319336,0.697495698928833
http://www.gutenberg.org/ebooks/58473,2.3502302169799805,2.432523727416992,3.087423324584961,2.903611183166504,2.352907180786133,2.376852035522461,3.1712260246276855,0.526759147644043
http://www.gutenberg.org/ebooks/860,2.063220500946045,2.120244026184082,3.4379353523254395,3.25921630859375,2.2536659240722656,2.348257303237915,3.673765182495117,0.910959005355835
http://www.gutenberg.org/ebooks/46915,0.6680268049240112,0.7439758777618408,2.3777570724487305,2.2394754886627197,0.7691495418548584,0.8976925611495972,2.4055280685424805,1.3417829275131226
http://www.gutenberg.org/ebooks/58598,1.720116376876831,1.864130973815918,3.116525650024414,2.9411349296569824,1.86207914352417,2.113922357559204,3.1146934032440186,0.8272125720977783
http://www.gutenberg.org/ebooks/27454,2.3240809440612793,2.395740509033203,3.4892139434814453,3.319014549255371,2.3775277137756348,2.5077967643737793,3.333324432373047,0.8112177848815918
http://www.gutenberg.org/ebooks/15562,2.2030999660491943,2.209636688232422,3.2868294715881348,3.1060876846313477,2.3490402698516846,2.4502642154693604,3.287322521209717,0.6558234691619873
http://www.gutenberg.org/ebooks/35246,1.9813413619995117,2.160352945327759,2.5959417819976807,2.5456016063690186,1.983230471611023,2.000514507293701,2.6345572471618652,0.5450870990753174
http://www.gutenberg.org/ebooks/54537,1.641047477722168,1.6858317852020264,2.417950391769409,2.360318183898926,1.6879730224609375,1.6868163347244263,2.612912178039551,0.6735018491744995
http://www.gutenberg.org/ebooks/54624,2.8207671642303467,3.204777240753174,3.732611894607544,3.5757269859313965,2.9572558403015137,2.9975671768188477,3.7765920162200928,0.5781598091125488
http://www.gutenberg.org/ebooks/58553,2.633291721343994,2.7742037773132324,3.4398608207702637,3.180021286010742,2.5040454864501953,2.502229690551758,3.508662223815918,0.6777915954589844
http://www.gutenberg.org/ebooks/5770,1.723897933959961,1.7872838973999023,2.530196189880371,2.42546010017395,1.6957650184631348,1.7800281047821045,2.636715888977051,0.6454319953918457
http://www.gutenberg.org/ebooks/37006,1.8331148624420166,1.9916268587112427,3.057049036026001,2.877687454223633,2.062950611114502,2.093322992324829,2.962723970413208,0.7843644618988037
http://www.gutenberg.org/ebooks/28988,2.608351230621338,2.8084073066711426,3.4775290489196777,3.3971831798553467,2.8741350173950195,2.8782267570495605,3.2648909091949463,0.5189564228057861
http://www.gutenberg.org/ebooks/55339,2.293363332748413,2.517484426498413,3.484004497528076,3.4543490409851074,2.46311616897583,2.496734619140625,3.7620396614074707,0.9576144218444824
http://www.gutenberg.org/ebooks/47558,2.7222580909729004,2.8649511337280273,3.4934067726135254,3.393298625946045,2.8258094787597656,2.8887805938720703,3.623814582824707,0.5045180320739746
http://www.gutenberg.org/ebooks/6941,2.749093770980835,2.845668077468872,3.5235438346862793,3.4520483016967773,2.789576530456543,2.8464879989624023,3.6210522651672363,0.605560302734375
http://www.gutenberg.org/ebooks/10321,2.892244338989258,3.003168821334839,3.751840114593506,3.673945188522339,2.993732452392578,3.1783652305603027,3.7050764560699463,0.49557995796203613
http://www.gutenberg.org/ebooks/45888,2.4317469596862793,2.605445384979248,3.018960475921631,2.931022882461548,2.458333730697632,2.4558022022247314,2.975529909133911,0.4752206802368164
http://www.gutenberg.org/ebooks/29594,1.791017770767212,1.9875023365020752,2.987622022628784,2.8151445388793945,1.9368802309036255,1.9991066455841064,3.203821897506714,0.8160378932952881
http://www.gutenberg.org/ebooks/50287,2.1485466957092285,2.3082313537597656,3.2794137001037598,3.1210684776306152,2.231675148010254,2.2467563152313232,3.442025661468506,0.874312162399292
http://www.gutenberg.org/ebooks/38955,2.693552017211914,2.736948251724243,3.5438547134399414,3.4733612537384033,2.839653730392456,2.845508098602295,3.541778326034546,0.6278531551361084
http://www.gutenberg.org/ebooks/43536,1.8920629024505615,2.153258800506592,3.367647886276245,3.265730381011963,1.9860800504684448,2.134902000427246,3.3842549324035645,1.1308283805847168
http://www.gutenberg.org/ebooks/41603,1.5234614610671997,1.6961567401885986,2.5490384101867676,2.464582681655884,1.6554837226867676,1.7604966163635254,2.943317174911499,0.7040860652923584
http://www.gutenberg.org/ebooks/30981,2.05621075630188,2.2409262657165527,3.060173988342285,2.919957160949707,2.1753554344177246,2.1826229095458984,3.020911693572998,0.7373342514038086
http://www.gutenberg.org/ebooks/30754,1.3568439483642578,1.439681053161621,2.3665881156921387,2.1617565155029297,1.3952077627182007,1.7341631650924683,2.377290725708008,0.4275933504104614
http://www.gutenberg.org/ebooks/22424,2.2423956394195557,2.346940040588379,3.1019492149353027,3.0403614044189453,2.3031787872314453,2.379523277282715,3.128453254699707,0.6608381271362305
http://www.gutenberg.org/ebooks/37328,2.5465035438537598,2.6763486862182617,3.153076171875,3.0352959632873535,2.704449415206909,2.6385416984558105,3.3296890258789062,0.39675426483154297
